GO.ID,Term,Annotated,Significant,Expected,classic
GO:0060968,regulation of gene silencing,21,0,0.06,1.0000
GO:0060971,embryonic heart tube left/right pattern ...,2,0,0.01,1.0000
GO:0060972,left/right pattern formation,2,0,0.01,1.0000
GO:0060986,endocrine hormone secretion,2,0,0.01,1.0000
GO:0060993,kidney morphogenesis,2,0,0.01,1.0000
GO:0061008,hepaticobiliary system development,3,0,0.01,1.0000
GO:0061013,regulation of mRNA catabolic process,5,0,0.01,1.0000
GO:0061024,membrane organization,12,0,0.03,1.0000
GO:0061035,regulation of cartilage development,3,0,0.01,1.0000
GO:0061036,positive regulation of cartilage develop...,3,0,0.01,1.0000
GO:0061040,female gonad morphogenesis,2,0,0.01,1.0000
GO:0061041,regulation of wound healing,9,0,0.03,1.0000
GO:0061042,vascular wound healing,1,0,0,1.0000
GO:0061045,negative regulation of wound healing,8,0,0.02,1.0000
GO:0061053,somite development,5,0,0.01,1.0000
GO:0061061,muscle structure development,21,0,0.06,1.0000
GO:0061091,regulation of phospholipid translocation,5,0,0.01,1.0000
GO:0061136,regulation of proteasomal protein catabo...,1,0,0,1.0000
GO:0061138,morphogenesis of a branching epithelium,2,0,0.01,1.0000
GO:0061154,endothelial tube morphogenesis,9,0,0.03,1.0000
GO:0061159,establishment of bipolar cell polarity i...,1,0,0,1.0000
GO:0061162,establishment of monopolar cell polarity,1,0,0,1.0000
GO:0061171,establishment of bipolar cell polarity,1,0,0,1.0000
GO:0061245,establishment or maintenance of bipolar ...,1,0,0,1.0000
GO:0061323,cell proliferation involved in heart mor...,2,0,0.01,1.0000
GO:0061326,renal tubule development,2,0,0.01,1.0000
GO:0061333,renal tubule morphogenesis,2,0,0.01,1.0000
GO:0061337,cardiac conduction,34,0,0.09,1.0000
GO:0061339,establishment or maintenance of monopola...,1,0,0,1.0000
GO:0061351,neural precursor cell proliferation,4,0,0.01,1.0000
GO:0061371,determination of heart left/right asymme...,5,0,0.01,1.0000
GO:0061387,regulation of extent of cell growth,2,0,0.01,1.0000
GO:0061448,connective tissue development,3,0,0.01,1.0000
GO:0061458,reproductive system development,2,0,0.01,1.0000
GO:0061614,pri-miRNA transcription by RNA polymeras...,3,0,0.01,1.0000
GO:0061640,cytoskeleton-dependent cytokinesis,1,0,0,1.0000
GO:0061647,histone H3-K9 modification,2,0,0.01,1.0000
GO:0061723,glycophagy,4,0,0.01,1.0000
GO:0061726,mitochondrion disassembly,2,0,0.01,1.0000
GO:0061732,mitochondrial acetyl-CoA biosynthetic pr...,1,0,0,1.0000
GO:0061767,negative regulation of lung blood pressu...,3,0,0.01,1.0000
GO:0061842,microtubule organizing center localizati...,34,0,0.09,1.0000
GO:0061912,selective autophagy,4,0,0.01,1.0000
GO:0061919,process utilizing autophagic mechanism,6,0,0.02,1.0000
GO:0062012,regulation of small molecule metabolic p...,14,0,0.04,1.0000
GO:0062013,positive regulation of small molecule me...,4,0,0.01,1.0000
GO:0062197,cellular response to chemical stress,13,0,0.04,1.0000
GO:0065003,protein-containing complex assembly,44,0,0.12,1.0000
GO:0070102,interleukin-6-mediated signaling pathway,2,0,0.01,1.0000
GO:0070167,regulation of biomineral tissue developm...,3,0,0.01,1.0000
GO:0070169,positive regulation of biomineral tissue...,3,0,0.01,1.0000
GO:0070201,regulation of establishment of protein l...,5,0,0.01,1.0000
GO:0070206,protein trimerization,2,0,0.01,1.0000
GO:0070207,protein homotrimerization,2,0,0.01,1.0000
GO:0070252,actin-mediated cell contraction,34,0,0.09,1.0000
GO:0070293,renal absorption,5,0,0.01,1.0000
GO:0070301,cellular response to hydrogen peroxide,5,0,0.01,1.0000
GO:0070306,lens fiber cell differentiation,3,0,0.01,1.0000
GO:0070371,ERK1 and ERK2 cascade,8,0,0.02,1.0000
GO:0070372,regulation of ERK1 and ERK2 cascade,8,0,0.02,1.0000
GO:0070373,negative regulation of ERK1 and ERK2 cas...,8,0,0.02,1.0000
GO:0070482,response to oxygen levels,5,0,0.01,1.0000
GO:0070527,platelet aggregation,5,0,0.01,1.0000
GO:0070570,regulation of neuron projection regenera...,1,0,0,1.0000
GO:0070571,negative regulation of neuron projection...,1,0,0,1.0000
GO:0070646,protein modification by small protein re...,4,0,0.01,1.0000
GO:0070647,protein modification by small protein co...,27,0,0.08,1.0000
GO:0070650,actin filament bundle distribution,1,0,0,1.0000
GO:0070661,leukocyte proliferation,5,0,0.01,1.0000
GO:0070670,response to interleukin-4,3,0,0.01,1.0000
GO:0070727,cellular macromolecule localization,31,0,0.09,1.0000
GO:0070741,response to interleukin-6,2,0,0.01,1.0000
GO:0070828,heterochromatin organization,11,0,0.03,1.0000
GO:0070848,response to growth factor,10,0,0.03,1.0000
GO:0070873,regulation of glycogen metabolic process,4,0,0.01,1.0000
GO:0070875,positive regulation of glycogen metaboli...,4,0,0.01,1.0000
GO:0070925,organelle assembly,38,0,0.11,1.0000
GO:0070979,protein K11-linked ubiquitination,2,0,0.01,1.0000
GO:0070983,dendrite guidance,10,0,0.03,1.0000
GO:0071103,DNA conformation change,12,0,0.03,1.0000
GO:0071166,ribonucleoprotein complex localization,3,0,0.01,1.0000
GO:0071216,cellular response to biotic stimulus,3,0,0.01,1.0000
GO:0071219,cellular response to molecule of bacteri...,3,0,0.01,1.0000
GO:0071222,cellular response to lipopolysaccharide,3,0,0.01,1.0000
GO:0071320,cellular response to cAMP,34,0,0.09,1.0000
GO:0071322,cellular response to carbohydrate stimul...,12,0,0.03,1.0000
GO:0071324,cellular response to disaccharide stimul...,4,0,0.01,1.0000
GO:0071326,cellular response to monosaccharide stim...,8,0,0.02,1.0000
GO:0071329,cellular response to sucrose stimulus,4,0,0.01,1.0000
GO:0071331,cellular response to hexose stimulus,8,0,0.02,1.0000
GO:0071333,cellular response to glucose stimulus,8,0,0.02,1.0000
GO:0071346,cellular response to interferon-gamma,8,0,0.02,1.0000
GO:0071353,cellular response to interleukin-4,3,0,0.01,1.0000
GO:0071354,cellular response to interleukin-6,2,0,0.01,1.0000
GO:0071363,cellular response to growth factor stimu...,10,0,0.03,1.0000
GO:0071375,cellular response to peptide hormone sti...,6,0,0.02,1.0000
GO:0071417,cellular response to organonitrogen comp...,48,0,0.13,1.0000
GO:0071426,ribonucleoprotein complex export from nu...,3,0,0.01,1.0000
GO:0071427,mRNA-containing ribonucleoprotein comple...,3,0,0.01,1.0000
GO:0071431,tRNA-containing ribonucleoprotein comple...,3,0,0.01,1.0000
GO:0071447,cellular response to hydroperoxide,5,0,0.01,1.0000
GO:0071559,response to transforming growth factor b...,8,0,0.02,1.0000
GO:0071560,cellular response to transforming growth...,8,0,0.02,1.0000
GO:0071574,protein localization to medial cortex,1,0,0,1.0000
GO:0071604,transforming growth factor beta producti...,5,0,0.01,1.0000
GO:0071616,acyl-CoA biosynthetic process,4,0,0.01,1.0000
GO:0071634,regulation of transforming growth factor...,5,0,0.01,1.0000
GO:0071636,positive regulation of transforming grow...,3,0,0.01,1.0000
GO:0071702,organic substance transport,39,0,0.11,1.0000
GO:0071705,nitrogen compound transport,39,0,0.11,1.0000
GO:0071772,response to BMP,4,0,0.01,1.0000
GO:0071773,cellular response to BMP stimulus,4,0,0.01,1.0000
GO:0071805,potassium ion transmembrane transport,34,0,0.09,1.0000
GO:0071824,protein-DNA complex subunit organization,10,0,0.03,1.0000
GO:0071867,response to monoamine,8,0,0.02,1.0000
GO:0071868,cellular response to monoamine stimulus,8,0,0.02,1.0000
GO:0071869,response to catecholamine,8,0,0.02,1.0000
GO:0071870,cellular response to catecholamine stimu...,8,0,0.02,1.0000
GO:0071900,regulation of protein serine/threonine k...,5,0,0.01,1.0000
GO:0071901,negative regulation of protein serine/th...,5,0,0.01,1.0000
GO:0071907,determination of digestive tract left/ri...,2,0,0.01,1.0000
GO:0071963,establishment or maintenance of cell pol...,1,0,0,1.0000
GO:0072001,renal system development,5,0,0.01,1.0000
GO:0072006,nephron development,2,0,0.01,1.0000
GO:0072009,nephron epithelium development,2,0,0.01,1.0000
GO:0072028,nephron morphogenesis,2,0,0.01,1.0000
GO:0072073,kidney epithelium development,5,0,0.01,1.0000
GO:0072074,kidney mesenchyme development,2,0,0.01,1.0000
GO:0072075,metanephric mesenchyme development,2,0,0.01,1.0000
GO:0072076,nephrogenic mesenchyme development,2,0,0.01,1.0000
GO:0072078,nephron tubule morphogenesis,2,0,0.01,1.0000
GO:0072080,nephron tubule development,2,0,0.01,1.0000
GO:0072088,nephron epithelium morphogenesis,2,0,0.01,1.0000
GO:0072131,kidney mesenchyme morphogenesis,2,0,0.01,1.0000
GO:0072132,mesenchyme morphogenesis,5,0,0.01,1.0000
GO:0072133,metanephric mesenchyme morphogenesis,2,0,0.01,1.0000
GO:0072134,nephrogenic mesenchyme morphogenesis,2,0,0.01,1.0000
GO:0072163,mesonephric epithelium development,5,0,0.01,1.0000
GO:0072164,mesonephric tubule development,5,0,0.01,1.0000
GO:0072171,mesonephric tubule morphogenesis,2,0,0.01,1.0000
GO:0072337,modified amino acid transport,3,0,0.01,1.0000
GO:0072348,sulfur compound transport,3,0,0.01,1.0000
GO:0072384,organelle transport along microtubule,42,0,0.12,1.0000
GO:0072520,seminiferous tubule development,2,0,0.01,1.0000
GO:0072521,purine-containing compound metabolic pro...,5,0,0.01,1.0000
GO:0072522,purine-containing compound biosynthetic ...,4,0,0.01,1.0000
GO:0072593,reactive oxygen species metabolic proces...,8,0,0.02,1.0000
GO:0072594,establishment of protein localization to...,6,0,0.02,1.0000
GO:0072595,maintenance of protein localization in o...,12,0,0.03,1.0000
GO:0072657,protein localization to membrane,1,0,0,1.0000
GO:0072659,protein localization to plasma membrane,1,0,0,1.0000
GO:0072697,protein localization to cell cortex,1,0,0,1.0000
GO:0072741,protein localization to cell division si...,1,0,0,1.0000
GO:0075136,response to host,3,0,0.01,1.0000
GO:0075733,intracellular transport of virus,3,0,0.01,1.0000
GO:0080134,regulation of response to stress,21,0,0.06,1.0000
GO:0080135,regulation of cellular response to stres...,9,0,0.03,1.0000
GO:0080164,regulation of nitric oxide metabolic pro...,3,0,0.01,1.0000
GO:0085029,extracellular matrix assembly,3,0,0.01,1.0000
GO:0086001,cardiac muscle cell action potential,34,0,0.09,1.0000
GO:0086003,cardiac muscle cell contraction,34,0,0.09,1.0000
GO:0086004,regulation of cardiac muscle cell contra...,34,0,0.09,1.0000
GO:0086009,membrane repolarization,39,0,0.11,1.0000
GO:0086091,regulation of heart rate by cardiac cond...,34,0,0.09,1.0000
GO:0090049,regulation of cell migration involved in...,9,0,0.03,1.0000
GO:0090051,negative regulation of cell migration in...,9,0,0.03,1.0000
GO:0090066,regulation of anatomical structure size,9,0,0.03,1.0000
GO:0090068,positive regulation of cell cycle proces...,8,0,0.02,1.0000
GO:0090087,regulation of peptide transport,5,0,0.01,1.0000
GO:0090092,regulation of transmembrane receptor pro...,5,0,0.01,1.0000
GO:0090100,positive regulation of transmembrane rec...,2,0,0.01,1.0000
GO:0090109,regulation of cell-substrate junction as...,3,0,0.01,1.0000
GO:0090153,regulation of sphingolipid biosynthetic ...,5,0,0.01,1.0000
GO:0090154,positive regulation of sphingolipid bios...,5,0,0.01,1.0000
GO:0090162,establishment of epithelial cell polarit...,1,0,0,1.0000
GO:0090176,microtubule cytoskeleton organization in...,1,0,0,1.0000
GO:0090287,regulation of cellular response to growt...,5,0,0.01,1.0000
GO:0090292,nuclear matrix anchoring at nuclear memb...,12,0,0.03,1.0000
GO:0090303,positive regulation of wound healing,1,0,0,1.0000
GO:0090305,nucleic acid phosphodiester bond hydroly...,1,0,0,1.0000
GO:0090316,positive regulation of intracellular pro...,5,0,0.01,1.0000
GO:0090322,regulation of superoxide metabolic proce...,5,0,0.01,1.0000
GO:0090330,regulation of platelet aggregation,5,0,0.01,1.0000
GO:0090331,negative regulation of platelet aggregat...,5,0,0.01,1.0000
GO:0090398,cellular senescence,5,0,0.01,1.0000
GO:0090407,organophosphate biosynthetic process,4,0,0.01,1.0000
GO:0090501,RNA phosphodiester bond hydrolysis,1,0,0,1.0000
GO:0090502,RNA phosphodiester bond hydrolysis, endo...,1,0,0,1.0000
GO:0090559,regulation of membrane permeability,4,0,0.01,1.0000
GO:0097035,regulation of membrane lipid distributio...,5,0,0.01,1.0000
GO:0097064,ncRNA export from nucleus,3,0,0.01,1.0000
GO:0097155,fasciculation of sensory neuron axon,2,0,0.01,1.0000
GO:0097190,apoptotic signaling pathway,13,0,0.04,1.0000
GO:0097191,extrinsic apoptotic signaling pathway,4,0,0.01,1.0000
GO:0097192,extrinsic apoptotic signaling pathway in...,1,0,0,1.0000
GO:0097193,intrinsic apoptotic signaling pathway,5,0,0.01,1.0000
GO:0097194,execution phase of apoptosis,7,0,0.02,1.0000
GO:0097296,activation of cysteine-type endopeptidas...,3,0,0.01,1.0000
GO:0097345,mitochondrial outer membrane permeabiliz...,4,0,0.01,1.0000
GO:0097498,endothelial tube lumen extension,9,0,0.03,1.0000
GO:0097549,chromatin organization involved in negat...,11,0,0.03,1.0000
GO:0097711,ciliary basal body-plasma membrane docki...,34,0,0.09,1.0000
GO:0098542,defense response to other organism,17,0,0.05,1.0000
GO:0098656,anion transmembrane transport,6,0,0.02,1.0000
GO:0098727,maintenance of cell number,12,0,0.03,1.0000
GO:0098732,macromolecule deacylation,8,0,0.02,1.0000
GO:0098773,skin epidermis development,3,0,0.01,1.0000
GO:0098901,regulation of cardiac muscle cell action...,34,0,0.09,1.0000
GO:0098909,regulation of cardiac muscle cell action...,34,0,0.09,1.0000
GO:0098916,anterograde trans-synaptic signaling,41,0,0.11,1.0000
GO:0099111,microtubule-based transport,42,0,0.12,1.0000
GO:0099536,synaptic signaling,41,0,0.11,1.0000
GO:0099537,trans-synaptic signaling,41,0,0.11,1.0000
GO:0099622,cardiac muscle cell membrane repolarizat...,34,0,0.09,1.0000
GO:0099623,regulation of cardiac muscle cell membra...,34,0,0.09,1.0000
GO:0099625,ventricular cardiac muscle cell membrane...,34,0,0.09,1.0000
GO:0106030,neuron projection fasciculation,2,0,0.01,1.0000
GO:0110020,regulation of actomyosin structure organ...,5,0,0.01,1.0000
GO:0110053,regulation of actin filament organizatio...,8,0,0.02,1.0000
GO:0110112,regulation of lipid transporter activity,5,0,0.01,1.0000
GO:0110113,positive regulation of lipid transporter...,5,0,0.01,1.0000
GO:0110148,biomineralization,3,0,0.01,1.0000
GO:0110149,regulation of biomineralization,3,0,0.01,1.0000
GO:0110151,positive regulation of biomineralization,3,0,0.01,1.0000
GO:0120031,plasma membrane bounded cell projection ...,39,0,0.11,1.0000
GO:0120032,regulation of plasma membrane bounded ce...,5,0,0.01,1.0000
GO:0120033,negative regulation of plasma membrane b...,5,0,0.01,1.0000
GO:0120035,regulation of plasma membrane bounded ce...,8,0,0.02,1.0000
GO:0120254,olefinic compound metabolic process,2,0,0.01,1.0000
GO:0140014,mitotic nuclear division,3,0,0.01,1.0000
GO:0140056,organelle localization by membrane tethe...,34,0,0.09,1.0000
GO:0140352,export from cell,8,0,0.02,1.0000
GO:0140448,signaling receptor ligand precursor proc...,4,0,0.01,1.0000
GO:0140546,defense response to symbiont,9,0,0.03,1.0000
GO:0150115,cell-substrate junction organization,3,0,0.01,1.0000
GO:0150116,regulation of cell-substrate junction or...,3,0,0.01,1.0000
GO:0150117,positive regulation of cell-substrate ju...,3,0,0.01,1.0000
GO:0198738,cell-cell signaling by wnt,4,0,0.01,1.0000
GO:1900034,regulation of cellular response to heat,3,0,0.01,1.0000
GO:1900046,regulation of hemostasis,6,0,0.02,1.0000
GO:1900047,negative regulation of hemostasis,5,0,0.01,1.0000
GO:1900048,positive regulation of hemostasis,1,0,0,1.0000
GO:1900076,regulation of cellular response to insul...,5,0,0.01,1.0000
GO:1900077,negative regulation of cellular response...,5,0,0.01,1.0000
GO:1900161,regulation of phospholipid scramblase ac...,5,0,0.01,1.0000
GO:1900163,positive regulation of phospholipid scra...,5,0,0.01,1.0000
GO:1900180,regulation of protein localization to nu...,13,0,0.04,1.0000
GO:1900181,negative regulation of protein localizat...,8,0,0.02,1.0000
GO:1900182,positive regulation of protein localizat...,5,0,0.01,1.0000
GO:1900274,regulation of phospholipase C activity,5,0,0.01,1.0000
GO:1901004,ubiquinone-6 metabolic process,1,0,0,1.0000
GO:1901006,ubiquinone-6 biosynthetic process,1,0,0,1.0000
GO:1901016,regulation of potassium ion transmembran...,34,0,0.09,1.0000
GO:1901018,positive regulation of potassium ion tra...,34,0,0.09,1.0000
GO:1901099,negative regulation of signal transducti...,1,0,0,1.0000
GO:1901135,carbohydrate derivative metabolic proces...,11,0,0.03,1.0000
GO:1901136,carbohydrate derivative catabolic proces...,6,0,0.02,1.0000
GO:1901137,carbohydrate derivative biosynthetic pro...,4,0,0.01,1.0000
GO:1901201,regulation of extracellular matrix assem...,3,0,0.01,1.0000
GO:1901203,positive regulation of extracellular mat...,3,0,0.01,1.0000
GO:1901215,negative regulation of neuron death,1,0,0,1.0000
GO:1901293,nucleoside phosphate biosynthetic proces...,4,0,0.01,1.0000
GO:1901361,organic cyclic compound catabolic proces...,10,0,0.03,1.0000
GO:1901379,regulation of potassium ion transmembran...,34,0,0.09,1.0000
GO:1901381,positive regulation of potassium ion tra...,34,0,0.09,1.0000
GO:1901522,positive regulation of transcription fro...,2,0,0.01,1.0000
GO:1901565,organonitrogen compound catabolic proces...,13,0,0.04,1.0000
GO:1901566,organonitrogen compound biosynthetic pro...,10,0,0.03,1.0000
GO:1901575,organic substance catabolic process,30,0,0.08,1.0000
GO:1901652,response to peptide,6,0,0.02,1.0000
GO:1901653,cellular response to peptide,6,0,0.02,1.0000
GO:1901654,response to ketone,8,0,0.02,1.0000
GO:1901661,quinone metabolic process,1,0,0,1.0000
GO:1901663,quinone biosynthetic process,1,0,0,1.0000
GO:1901674,regulation of histone H3-K27 acetylation,8,0,0.02,1.0000
GO:1901675,negative regulation of histone H3-K27 ac...,8,0,0.02,1.0000
GO:1901698,response to nitrogen compound,48,0,0.13,1.0000
GO:1901699,cellular response to nitrogen compound,48,0,0.13,1.0000
GO:1901800,positive regulation of proteasomal prote...,1,0,0,1.0000
GO:1901861,regulation of muscle tissue development,3,0,0.01,1.0000
GO:1901888,regulation of cell junction assembly,3,0,0.01,1.0000
GO:1901890,positive regulation of cell junction ass...,3,0,0.01,1.0000
GO:1901983,regulation of protein acetylation,11,0,0.03,1.0000
GO:1901984,negative regulation of protein acetylati...,9,0,0.03,1.0000
GO:1901985,positive regulation of protein acetylati...,2,0,0.01,1.0000
GO:1901987,regulation of cell cycle phase transitio...,11,0,0.03,1.0000
GO:1901988,negative regulation of cell cycle phase ...,3,0,0.01,1.0000
GO:1901989,positive regulation of cell cycle phase ...,8,0,0.02,1.0000
GO:1901990,regulation of mitotic cell cycle phase t...,11,0,0.03,1.0000
GO:1901991,negative regulation of mitotic cell cycl...,3,0,0.01,1.0000
GO:1901992,positive regulation of mitotic cell cycl...,8,0,0.02,1.0000
GO:1902108,regulation of mitochondrial membrane per...,4,0,0.01,1.0000
GO:1902110,positive regulation of mitochondrial mem...,4,0,0.01,1.0000
GO:1902115,regulation of organelle assembly,2,0,0.01,1.0000
GO:1902116,negative regulation of organelle assembl...,2,0,0.01,1.0000
GO:1902275,regulation of chromatin organization,11,0,0.03,1.0000
GO:1902284,neuron projection extension involved in ...,2,0,0.01,1.0000
GO:1902305,regulation of sodium ion transmembrane t...,6,0,0.02,1.0000
GO:1902307,positive regulation of sodium ion transm...,6,0,0.02,1.0000
GO:1902405,mitotic actomyosin contractile ring loca...,1,0,0,1.0000
GO:1902410,mitotic cytokinetic process,1,0,0,1.0000
GO:1902531,regulation of intracellular signal trans...,25,0,0.07,1.0000
GO:1902532,negative regulation of intracellular sig...,13,0,0.04,1.0000
GO:1902533,positive regulation of intracellular sig...,2,0,0.01,1.0000
GO:1902579,multi-organism localization,3,0,0.01,1.0000
GO:1902679,negative regulation of RNA biosynthetic ...,16,0,0.04,1.0000
GO:1902680,positive regulation of RNA biosynthetic ...,13,0,0.04,1.0000
GO:1902686,mitochondrial outer membrane permeabiliz...,4,0,0.01,1.0000
GO:1902749,regulation of cell cycle G2/M phase tran...,11,0,0.03,1.0000
GO:1902750,negative regulation of cell cycle G2/M p...,3,0,0.01,1.0000
GO:1902751,positive regulation of cell cycle G2/M p...,8,0,0.02,1.0000
GO:1902850,microtubule cytoskeleton organization in...,2,0,0.01,1.0000
GO:1902893,regulation of pri-miRNA transcription by...,3,0,0.01,1.0000
GO:1902895,positive regulation of pri-miRNA transcr...,3,0,0.01,1.0000
GO:1902903,regulation of supramolecular fiber organ...,10,0,0.03,1.0000
GO:1902904,negative regulation of supramolecular fi...,7,0,0.02,1.0000
GO:1902905,positive regulation of supramolecular fi...,3,0,0.01,1.0000
GO:1903008,organelle disassembly,2,0,0.01,1.0000
GO:1903034,regulation of response to wounding,10,0,0.03,1.0000
GO:1903035,negative regulation of response to wound...,9,0,0.03,1.0000
GO:1903036,positive regulation of response to wound...,1,0,0,1.0000
GO:1903047,mitotic cell cycle process,50,0,0.14,1.0000
GO:1903050,regulation of proteolysis involved in ce...,1,0,0,1.0000
GO:1903052,positive regulation of proteolysis invol...,1,0,0,1.0000
GO:1903053,regulation of extracellular matrix organ...,3,0,0.01,1.0000
GO:1903055,positive regulation of extracellular mat...,3,0,0.01,1.0000
GO:1903076,regulation of protein localization to pl...,1,0,0,1.0000
GO:1903077,negative regulation of protein localizat...,1,0,0,1.0000
GO:1903115,regulation of actin filament-based movem...,34,0,0.09,1.0000
GO:1903242,regulation of cardiac muscle hypertrophy...,3,0,0.01,1.0000
GO:1903243,negative regulation of cardiac muscle hy...,3,0,0.01,1.0000
GO:1903311,regulation of mRNA metabolic process,15,0,0.04,1.0000
GO:1903350,response to dopamine,8,0,0.02,1.0000
GO:1903351,cellular response to dopamine,8,0,0.02,1.0000
GO:1903362,regulation of cellular protein catabolic...,1,0,0,1.0000
GO:1903364,positive regulation of cellular protein ...,1,0,0,1.0000
GO:1903409,reactive oxygen species biosynthetic pro...,3,0,0.01,1.0000
GO:1903426,regulation of reactive oxygen species bi...,3,0,0.01,1.0000
GO:1903428,positive regulation of reactive oxygen s...,3,0,0.01,1.0000
GO:1903486,establishment of mitotic actomyosin cont...,1,0,0,1.0000
GO:1903507,negative regulation of nucleic acid-temp...,16,0,0.04,1.0000
GO:1903508,positive regulation of nucleic acid-temp...,13,0,0.04,1.0000
GO:1903509,liposaccharide metabolic process,5,0,0.01,1.0000
GO:1903522,regulation of blood circulation,34,0,0.09,1.0000
GO:1903530,regulation of secretion by cell,2,0,0.01,1.0000
GO:1903532,positive regulation of secretion by cell,2,0,0.01,1.0000
GO:1903670,regulation of sprouting angiogenesis,9,0,0.03,1.0000
GO:1903671,negative regulation of sprouting angioge...,9,0,0.03,1.0000
GO:1903725,regulation of phospholipid metabolic pro...,5,0,0.01,1.0000
GO:1903727,positive regulation of phospholipid meta...,5,0,0.01,1.0000
GO:1903729,regulation of plasma membrane organizati...,5,0,0.01,1.0000
GO:1903793,positive regulation of anion transport,5,0,0.01,1.0000
GO:1903827,regulation of cellular protein localizat...,15,0,0.04,1.0000
GO:1903828,negative regulation of cellular protein ...,9,0,0.03,1.0000
GO:1903829,positive regulation of cellular protein ...,6,0,0.02,1.0000
GO:1903844,regulation of cellular response to trans...,5,0,0.01,1.0000
GO:1903846,positive regulation of cellular response...,2,0,0.01,1.0000
GO:1903900,regulation of viral life cycle,1,0,0,1.0000
GO:1903959,regulation of anion transmembrane transp...,3,0,0.01,1.0000
GO:1904062,regulation of cation transmembrane trans...,40,0,0.11,1.0000
GO:1904064,positive regulation of cation transmembr...,40,0,0.11,1.0000
GO:1904375,regulation of protein localization to ce...,1,0,0,1.0000
GO:1904376,negative regulation of protein localizat...,1,0,0,1.0000
GO:1904385,cellular response to angiotensin,5,0,0.01,1.0000
GO:1904407,positive regulation of nitric oxide meta...,3,0,0.01,1.0000
GO:1904589,regulation of protein import,5,0,0.01,1.0000
GO:1904591,positive regulation of protein import,5,0,0.01,1.0000
GO:1904659,glucose transmembrane transport,3,0,0.01,1.0000
GO:1904776,regulation of protein localization to ce...,1,0,0,1.0000
GO:1904888,cranial skeletal system development,3,0,0.01,1.0000
GO:1904951,positive regulation of establishment of ...,5,0,0.01,1.0000
GO:1905037,autophagosome organization,2,0,0.01,1.0000
GO:1905038,regulation of membrane lipid metabolic p...,5,0,0.01,1.0000
GO:1905114,cell surface receptor signaling pathway ...,4,0,0.01,1.0000
GO:1905207,regulation of cardiocyte differentiation,2,0,0.01,1.0000
GO:1905208,negative regulation of cardiocyte differ...,2,0,0.01,1.0000
GO:1905268,negative regulation of chromatin organiz...,9,0,0.03,1.0000
GO:1905269,positive regulation of chromatin organiz...,10,0,0.03,1.0000
GO:1905304,regulation of cardiac myofibril assembly,2,0,0.01,1.0000
GO:1905305,negative regulation of cardiac myofibril...,2,0,0.01,1.0000
GO:1905475,regulation of protein localization to me...,1,0,0,1.0000
GO:1905476,negative regulation of protein localizat...,1,0,0,1.0000
GO:1905710,positive regulation of membrane permeabi...,4,0,0.01,1.0000
GO:1905952,regulation of lipid localization,5,0,0.01,1.0000
GO:1905954,positive regulation of lipid localizatio...,5,0,0.01,1.0000
GO:1990138,neuron projection extension,2,0,0.01,1.0000
GO:1990776,response to angiotensin,5,0,0.01,1.0000
GO:1990778,protein localization to cell periphery,1,0,0,1.0000
GO:2000008,regulation of protein localization to ce...,1,0,0,1.0000
GO:2000010,positive regulation of protein localizat...,1,0,0,1.0000
GO:2000058,regulation of ubiquitin-dependent protei...,1,0,0,1.0000
GO:2000060,positive regulation of ubiquitin-depende...,1,0,0,1.0000
GO:2000113,negative regulation of cellular macromol...,16,0,0.04,1.0000
GO:2000136,regulation of cell proliferation involve...,2,0,0.01,1.0000
GO:2000138,positive regulation of cell proliferatio...,2,0,0.01,1.0000
GO:2000303,regulation of ceramide biosynthetic proc...,5,0,0.01,1.0000
GO:2000304,positive regulation of ceramide biosynth...,5,0,0.01,1.0000
GO:2000377,regulation of reactive oxygen species me...,8,0,0.02,1.0000
GO:2000379,positive regulation of reactive oxygen s...,8,0,0.02,1.0000
GO:2000615,regulation of histone H3-K9 acetylation,2,0,0.01,1.0000
GO:2000617,positive regulation of histone H3-K9 ace...,2,0,0.01,1.0000
GO:2000637,positive regulation of gene silencing by...,10,0,0.03,1.0000
GO:2000649,regulation of sodium ion transmembrane t...,6,0,0.02,1.0000
GO:2000651,positive regulation of sodium ion transm...,6,0,0.02,1.0000
GO:2000677,regulation of transcription regulatory r...,8,0,0.02,1.0000
GO:2000678,negative regulation of transcription reg...,8,0,0.02,1.0000
GO:2000725,regulation of cardiac muscle cell differ...,2,0,0.01,1.0000
GO:2000726,negative regulation of cardiac muscle ce...,2,0,0.01,1.0000
GO:2000752,regulation of glucosylceramide catabolic...,5,0,0.01,1.0000
GO:2000753,positive regulation of glucosylceramide ...,5,0,0.01,1.0000
GO:2000754,regulation of sphingomyelin catabolic pr...,5,0,0.01,1.0000
GO:2000755,positive regulation of sphingomyelin cat...,5,0,0.01,1.0000
GO:2000756,regulation of peptidyl-lysine acetylatio...,11,0,0.03,1.0000
GO:2000757,negative regulation of peptidyl-lysine a...,9,0,0.03,1.0000
GO:2000758,positive regulation of peptidyl-lysine a...,2,0,0.01,1.0000
GO:2000769,regulation of establishment or maintenan...,1,0,0,1.0000
GO:2000793,cell proliferation involved in heart val...,2,0,0.01,1.0000
GO:2001020,regulation of response to DNA damage sti...,5,0,0.01,1.0000
GO:2001022,positive regulation of response to DNA d...,5,0,0.01,1.0000
GO:2001057,reactive nitrogen species metabolic proc...,3,0,0.01,1.0000
GO:2001138,regulation of phospholipid transport,5,0,0.01,1.0000
GO:2001222,regulation of neuron migration,1,0,0,1.0000
